fold,accuracy,precision_macro,recall_macro,f1_macro
1.0,0.9847885609978704,0.9830733807302433,0.980871216268894,0.9819628857977947
2.0,0.988135077578339,0.986827077909641,0.9848288968011756,0.9858205896943684
3.0,0.985092789777913,0.9846189568996427,0.9807930997535627,0.9826746633234316
4.0,0.9793124429571037,0.9810921124711502,0.9698102203863996,0.975211161387632
5.0,0.984479610468655,0.9865866655145349,0.9764769317349995,0.9813448980879929
3.0,0.9843616963559763,0.9844396387050425,0.9785560729890064,0.981402839658244
